original,augmented_name,count
THPT Xuân Huy,"['THPT Xuân Huy', 'thpt xuan huy', 'pho thong xuan huy', 'pho thong trung hoc xuan huy', 'truong thpt xuan huy', 'truong trung hoc pho thong xuan huy', 'pt xuan huy', 'trung hoc pho thong xuan huy', 'cap 3 xuan huy', 'truong cap 3 xuan huy', 'ptth xuan huy']",11
THPT Trung Sơn,"['THPT Trung Sơn', 'thpt trung son', 'pho thong trung son', 'trung hoc pho thong trung son', 'ptth trung son', 'pt trung son', 'truong trung hoc pho thong trung son', 'cap 3 trung son', 'truong thpt trung son', 'truong cap 3 trung son', 'pho thong trung hoc trung son']",11
THPT Xuân Vân,"['THPT Xuân Vân', 'thpt xuan van', 'truong trung hoc pho thong xuan van', 'truong thpt xuan van', 'ptth xuan van', 'pho thong trung hoc xuan van', 'pho thong xuan van', 'cap 3 xuan van', 'pt xuan van', 'truong cap 3 xuan van', 'trung hoc pho thong xuan van']",11
THPT Tháng 10,"['THPT Tháng 10', 'thpt thang 10', 'truong trung hoc pho thong thang 10', 'pt thang 10', 'pho thong thang 10', 'truong thpt thang 10', 'truong cap 3 thang 10', 'cap 3 thang 10', 'ptth thang 10', 'trung hoc pho thong thang 10', 'pho thong trung hoc thang 10']",11
THPT Sơn Dương,"['THPT Sơn Dương', 'thpt son duong', 'pho thong trung hoc son duong', 'truong cap 3 son duong', 'truong trung hoc pho thong son duong', 'pt son duong', 'cap 3 son duong', 'truong thpt son duong', 'ptth son duong', 'pho thong son duong', 'trung hoc pho thong son duong']",11
THPT Kim Xuyên,"['THPT Kim Xuyên', 'thpt kim xuyen', 'pho thong trung hoc kim xuyen', 'cap 3 kim xuyen', 'pho thong kim xuyen', 'truong trung hoc pho thong kim xuyen', 'trung hoc pho thong kim xuyen', 'pt kim xuyen', 'truong thpt kim xuyen', 'ptth kim xuyen', 'truong cap 3 kim xuyen']",11
THPT ATK Tân Trào,"['THPT ATK Tân Trào', 'thpt atk tan trao', 'truong thpt atk tan trao', 'truong trung hoc pho thong atk tan trao', 'pt atk tan trao', 'cap 3 atk tan trao', 'truong cap 3 atk tan trao', 'pho thong atk tan trao', 'trung hoc pho thong atk tan trao', 'pho thong trung hoc atk tan trao', 'ptth atk tan trao']",11
THPT Đông Thọ,"['THPT Đông Thọ', 'thpt dong tho', 'trung hoc pho thong dong tho', 'ptth dong tho', 'pho thong dong tho', 'truong thpt dong tho', 'pt dong tho', 'truong cap 3 dong tho', 'truong trung hoc pho thong dong tho', 'cap 3 dong tho', 'pho thong trung hoc dong tho']",11
THPT Kháng Nhật,"['THPT Kháng Nhật', 'thpt khang nhat', 'truong thpt khang nhat', 'cap 3 khang nhat', 'pho thong khang nhat', 'truong cap 3 khang nhat', 'truong trung hoc pho thong khang nhat', 'trung hoc pho thong khang nhat', 'pt khang nhat', 'ptth khang nhat', 'pho thong trung hoc khang nhat']",11
THPT Sơn Nam,"['THPT Sơn Nam', 'thpt son nam', 'truong cap 3 son nam', 'trung hoc pho thong son nam', 'truong thpt son nam', 'pho thong trung hoc son nam', 'ptth son nam', 'cap 3 son nam', 'pt son nam', 'truong trung hoc pho thong son nam', 'pho thong son nam']",11
Phổ thông Dân tộc nội trú ATK Sơn Dương,"['Phổ thông Dân tộc nội trú ATK Sơn Dương', 'pho thong dan toc noi tru atk son duong']",2
Trung tâm GDNN-GDTX huyện Sơn Dương,"['Trung tâm GDNN-GDTX huyện Sơn Dương', 'trung tam gdnn gdtx huyen son duong', 'trung tam gdnn trung tam giao duc thuong xuyen huyen son duong', 'trung tam gdnn ttgdtx huyen son duong', 'trung tam gdnn giao duc thuong xuyen huyen son duong', 'trung tam gdnn trung tam gdtx huyen son duong']",6
THPT Việt Bắc,"['THPT Việt Bắc', 'thpt viet bac', 'cap 3 viet bac', 'truong thpt viet bac', 'pho thong trung hoc viet bac', 'trung hoc pho thong viet bac', 'truong trung hoc pho thong viet bac', 'truong cap 3 viet bac', 'ptth viet bac', 'pho thong viet bac', 'pt viet bac']",11
THPT Chuyên Chu Văn An,"['THPT Chuyên Chu Văn An', 'thpt chuyen chu van an', 'trung hoc pho thong chuyen chu van an', 'truong cap 3 chuyen chu van an', 'truong thpt chuyen chu van an', 'pho thong trung hoc chuyen chu van an', 'truong trung hoc pho thong chuyen chu van an', 'cap 3 chuyen chu van an', 'ptth chuyen chu van an', 'pho thong chuyen chu van an', 'pt chuyen chu van an']",11
THPT DT Nội trú tỉnh,"['THPT DT Nội trú tỉnh', 'thpt dt noi tru tinh', 'pho thong trung hoc dt noi tru tinh', 'truong cap 3 dt noi tru tinh', 'truong thpt dt noi tru tinh', 'pt dt noi tru tinh', 'pho thong dt noi tru tinh', 'truong trung hoc pho thong dt noi tru tinh', 'cap 3 dt noi tru tinh', 'trung hoc pho thong dt noi tru tinh', 'ptth dt noi tru tinh']",11
Cao đẳng nghề Lạng Sơn,"['Cao đẳng nghề Lạng Sơn', 'cao dang nghe lang son', 'truong cao dang nghe lang son', 'cd nghe lang son']",4
TT GDTX 1 tỉnh,"['TT GDTX 1 tỉnh', 'tt gdtx 1 tinh', 'tt trung tam giao duc thuong xuyen 1 tinh', 'tt ttgdtx 1 tinh', 'tt trung tam gdtx 1 tinh', 'tt giao duc thuong xuyen 1 tinh']",6
THPT DL Ngô Thì Sỹ,"['THPT DL Ngô Thì Sỹ', 'thpt dl ngo thi sy', 'pho thong dl ngo thi sy', 'trung hoc pho thong dl ngo thi sy', 'cap 3 dl ngo thi sy', 'truong trung hoc pho thong dl ngo thi sy', 'pt dl ngo thi sy', 'truong cap 3 dl ngo thi sy', 'truong thpt dl ngo thi sy', 'pho thong trung hoc dl ngo thi sy', 'ptth dl ngo thi sy']",11
TC Văn hóa Nghệ thuật Lạng Sơn,"['TC Văn hóa Nghệ thuật Lạng Sơn', 'tc van hoa nghe thuat lang son']",2
THPT Tràng Định,"['THPT Tràng Định', 'thpt trang dinh', 'cap 3 trang dinh', 'pho thong trung hoc trang dinh', 'truong trung hoc pho thong trang dinh', 'pt trang dinh', 'ptth trang dinh', 'pho thong trang dinh', 'truong thpt trang dinh', 'trung hoc pho thong trang dinh', 'truong cap 3 trang dinh']",11
TT GDNN-GDTX Tràng Định,"['TT GDNN-GDTX Tràng Định', 'tt gdnn gdtx trang dinh', 'tt gdnn trung tam gdtx trang dinh', 'tt gdnn giao duc thuong xuyen trang dinh', 'tt gdnn ttgdtx trang dinh', 'tt gdnn trung tam giao duc thuong xuyen trang dinh']",6
THPT Bình Độ,"['THPT Bình Độ', 'thpt binh do', 'truong cap 3 binh do', 'truong thpt binh do', 'pho thong binh do', 'cap 3 binh do', 'trung hoc pho thong binh do', 'pho thong trung hoc binh do', 'truong trung hoc pho thong binh do', 'pt binh do', 'ptth binh do']",11
TT GDTX Tràng Định,"['TT GDTX Tràng Định', 'tt gdtx trang dinh', 'tt giao duc thuong xuyen trang dinh', 'tt ttgdtx trang dinh', 'tt trung tam gdtx trang dinh', 'tt trung tam giao duc thuong xuyen trang dinh']",6
THPT Bình Gia,"['THPT Bình Gia', 'thpt binh gia', 'pt binh gia', 'cap 3 binh gia', 'pho thong trung hoc binh gia', 'trung hoc pho thong binh gia', 'truong thpt binh gia', 'truong trung hoc pho thong binh gia', 'truong cap 3 binh gia', 'ptth binh gia', 'pho thong binh gia']",11
TT GDNN-GDTX Bình Gia,"['TT GDNN-GDTX Bình Gia', 'tt gdnn gdtx binh gia', 'tt gdnn giao duc thuong xuyen binh gia', 'tt gdnn trung tam giao duc thuong xuyen binh gia', 'tt gdnn ttgdtx binh gia', 'tt gdnn trung tam gdtx binh gia']",6
THPT Pác Khuông,"['THPT Pác Khuông', 'thpt pac khuong', 'cap 3 pac khuong', 'truong trung hoc pho thong pac khuong', 'truong cap 3 pac khuong', 'pho thong pac khuong', 'truong thpt pac khuong', 'pt pac khuong', 'pho thong trung hoc pac khuong', 'trung hoc pho thong pac khuong', 'ptth pac khuong']",11
TT GDTX Bình Gia,"['TT GDTX Bình Gia', 'tt gdtx binh gia', 'tt trung tam gdtx binh gia', 'tt giao duc thuong xuyen binh gia', 'tt ttgdtx binh gia', 'tt trung tam giao duc thuong xuyen binh gia']",6
THPT Văn Lãng,"['THPT Văn Lãng', 'thpt van lang', 'trung hoc pho thong van lang', 'truong thpt van lang', 'pho thong van lang', 'truong cap 3 van lang', 'truong trung hoc pho thong van lang', 'ptth van lang', 'pt van lang', 'pho thong trung hoc van lang', 'cap 3 van lang']",11
TT GDNN-GDTX Văn Lãng,"['TT GDNN-GDTX Văn Lãng', 'tt gdnn gdtx van lang', 'tt gdnn ttgdtx van lang', 'tt gdnn trung tam gdtx van lang', 'tt gdnn giao duc thuong xuyen van lang', 'tt gdnn trung tam giao duc thuong xuyen van lang']",6
TT GDTX Văn Lãng,"['TT GDTX Văn Lãng', 'tt gdtx van lang', 'tt trung tam gdtx van lang', 'tt ttgdtx van lang', 'tt trung tam giao duc thuong xuyen van lang', 'tt giao duc thuong xuyen van lang']",6
THPT Bắc Sơn,"['THPT Bắc Sơn', 'thpt bac son', 'ptth bac son', 'cap 3 bac son', 'trung hoc pho thong bac son', 'truong thpt bac son', 'pho thong bac son', 'truong trung hoc pho thong bac son', 'pho thong trung hoc bac son', 'pt bac son', 'truong cap 3 bac son']",11
THPT Vũ Lễ,"['THPT Vũ Lễ', 'thpt vu le', 'truong cap 3 vu le', 'pho thong trung hoc vu le', 'pho thong vu le', 'truong trung hoc pho thong vu le', 'truong thpt vu le', 'ptth vu le', 'trung hoc pho thong vu le', 'cap 3 vu le', 'pt vu le']",11
TT GDNN-GDTX Bắc Sơn,"['TT GDNN-GDTX Bắc Sơn', 'tt gdnn gdtx bac son', 'tt gdnn trung tam giao duc thuong xuyen bac son', 'tt gdnn giao duc thuong xuyen bac son', 'tt gdnn ttgdtx bac son', 'tt gdnn trung tam gdtx bac son']",6
TT GDTX Bắc Sơn,"['TT GDTX Bắc Sơn', 'tt gdtx bac son', 'tt ttgdtx bac son', 'tt giao duc thuong xuyen bac son', 'tt trung tam giao duc thuong xuyen bac son', 'tt trung tam gdtx bac son']",6
THPT Lương Văn Tri,"['THPT Lương Văn Tri', 'thpt luong van tri', 'pho thong trung hoc luong van tri', 'cap 3 luong van tri', 'truong thpt luong van tri', 'truong trung hoc pho thong luong van tri', 'truong cap 3 luong van tri', 'ptth luong van tri', 'pt luong van tri', 'trung hoc pho thong luong van tri', 'pho thong luong van tri']",11
THPT Văn Quan,"['THPT Văn Quan', 'thpt van quan', 'pho thong trung hoc van quan', 'truong cap 3 van quan', 'truong trung hoc pho thong van quan', 'trung hoc pho thong van quan', 'pho thong van quan', 'pt van quan', 'truong thpt van quan', 'ptth van quan', 'cap 3 van quan']",11
TT GDNN-GDTX Văn Quan,"['TT GDNN-GDTX Văn Quan', 'tt gdnn gdtx van quan', 'tt gdnn trung tam gdtx van quan', 'tt gdnn giao duc thuong xuyen van quan', 'tt gdnn ttgdtx van quan', 'tt gdnn trung tam giao duc thuong xuyen van quan']",6
TT GDTX Văn Quan,"['TT GDTX Văn Quan', 'tt gdtx van quan', 'tt trung tam gdtx van quan', 'tt giao duc thuong xuyen van quan', 'tt trung tam giao duc thuong xuyen van quan', 'tt ttgdtx van quan']",6
THPT Cao Lộc,"['THPT Cao Lộc', 'thpt cao loc', 'trung hoc pho thong cao loc', 'pt cao loc', 'cap 3 cao loc', 'truong thpt cao loc', 'pho thong trung hoc cao loc', 'truong trung hoc pho thong cao loc', 'ptth cao loc', 'truong cap 3 cao loc', 'pho thong cao loc']",11
TT GDNN-GDTX Cao Lộc,"['TT GDNN-GDTX Cao Lộc', 'tt gdnn gdtx cao loc', 'tt gdnn giao duc thuong xuyen cao loc', 'tt gdnn trung tam giao duc thuong xuyen cao loc', 'tt gdnn trung tam gdtx cao loc', 'tt gdnn ttgdtx cao loc']",6
THPT Ba Sơn,"['THPT Ba Sơn', 'thpt ba son', 'pho thong trung hoc ba son', 'trung hoc pho thong ba son', 'truong cap 3 ba son', 'truong trung hoc pho thong ba son', 'ptth ba son', 'cap 3 ba son', 'truong thpt ba son', 'pho thong ba son', 'pt ba son']",11
TT GDTX Cao Lộc,"['TT GDTX Cao Lộc', 'tt gdtx cao loc', 'tt giao duc thuong xuyen cao loc', 'tt trung tam gdtx cao loc', 'tt trung tam giao duc thuong xuyen cao loc', 'tt ttgdtx cao loc']",6
THPT Lộc Bình,"['THPT Lộc Bình', 'thpt loc binh', 'truong trung hoc pho thong loc binh', 'truong thpt loc binh', 'pho thong trung hoc loc binh', 'ptth loc binh', 'pho thong loc binh', 'pt loc binh', 'trung hoc pho thong loc binh', 'cap 3 loc binh', 'truong cap 3 loc binh']",11
THPT Na Dương,"['THPT Na Dương', 'thpt na duong', 'pho thong na duong', 'ptth na duong', 'truong cap 3 na duong', 'pho thong trung hoc na duong', 'trung hoc pho thong na duong', 'truong trung hoc pho thong na duong', 'truong thpt na duong', 'pt na duong', 'cap 3 na duong']",11
TT GDNN-GDTX Lộc Bình,"['TT GDNN-GDTX Lộc Bình', 'tt gdnn gdtx loc binh', 'tt gdnn giao duc thuong xuyen loc binh', 'tt gdnn trung tam giao duc thuong xuyen loc binh', 'tt gdnn trung tam gdtx loc binh', 'tt gdnn ttgdtx loc binh']",6
THPT Tú Đoạn,"['THPT Tú Đoạn', 'thpt tu doan', 'cap 3 tu doan', 'truong cap 3 tu doan', 'ptth tu doan', 'truong trung hoc pho thong tu doan', 'pho thong trung hoc tu doan', 'pho thong tu doan', 'truong thpt tu doan', 'pt tu doan', 'trung hoc pho thong tu doan']",11
TT GDTX Lộc Bình,"['TT GDTX Lộc Bình', 'tt gdtx loc binh', 'tt trung tam giao duc thuong xuyen loc binh', 'tt trung tam gdtx loc binh', 'tt giao duc thuong xuyen loc binh', 'tt ttgdtx loc binh']",6
THPT Chi Lăng,"['THPT Chi Lăng', 'thpt chi lang', 'truong thpt chi lang', 'truong trung hoc pho thong chi lang', 'truong cap 3 chi lang', 'pt chi lang', 'cap 3 chi lang', 'pho thong trung hoc chi lang', 'trung hoc pho thong chi lang', 'pho thong chi lang', 'ptth chi lang']",11
THPT Hòa Bình,"['THPT Hòa Bình', 'thpt hoa binh', 'cap 3 hoa binh', 'pho thong hoa binh', 'truong thpt hoa binh', 'pt hoa binh', 'truong cap 3 hoa binh', 'ptth hoa binh', 'trung hoc pho thong hoa binh', 'pho thong trung hoc hoa binh', 'truong trung hoc pho thong hoa binh']",11
TT GDNN-GDTX Chi Lăng,"['TT GDNN-GDTX Chi Lăng', 'tt gdnn gdtx chi lang', 'tt gdnn giao duc thuong xuyen chi lang', 'tt gdnn trung tam gdtx chi lang', 'tt gdnn trung tam giao duc thuong xuyen chi lang', 'tt gdnn ttgdtx chi lang']",6
THPT Đồng Bành,"['THPT Đồng Bành', 'thpt dong banh', 'pho thong trung hoc dong banh', 'truong thpt dong banh', 'pho thong dong banh', 'cap 3 dong banh', 'trung hoc pho thong dong banh', 'truong cap 3 dong banh', 'pt dong banh', 'truong trung hoc pho thong dong banh', 'ptth dong banh']",11
TT GDTX Chi Lăng,"['TT GDTX Chi Lăng', 'tt gdtx chi lang', 'tt giao duc thuong xuyen chi lang', 'tt trung tam giao duc thuong xuyen chi lang', 'tt ttgdtx chi lang', 'tt trung tam gdtx chi lang']",6
THPT Đình Lập,"['THPT Đình Lập', 'thpt dinh lap', 'truong cap 3 dinh lap', 'truong thpt dinh lap', 'ptth dinh lap', 'pho thong trung hoc dinh lap', 'pt dinh lap', 'truong trung hoc pho thong dinh lap', 'pho thong dinh lap', 'trung hoc pho thong dinh lap', 'cap 3 dinh lap']",11
TT GDNN-GDTX Đình Lập,"['TT GDNN-GDTX Đình Lập', 'tt gdnn gdtx dinh lap', 'tt gdnn trung tam giao duc thuong xuyen dinh lap', 'tt gdnn ttgdtx dinh lap', 'tt gdnn trung tam gdtx dinh lap', 'tt gdnn giao duc thuong xuyen dinh lap']",6
TT GDTX Đình Lập,"['TT GDTX Đình Lập', 'tt gdtx dinh lap', 'tt trung tam gdtx dinh lap', 'tt trung tam giao duc thuong xuyen dinh lap', 'tt ttgdtx dinh lap', 'tt giao duc thuong xuyen dinh lap']",6
THPT Hữu Lũng,"['THPT Hữu Lũng', 'thpt huu lung', 'pho thong trung hoc huu lung', 'truong thpt huu lung', 'cap 3 huu lung', 'pt huu lung', 'pho thong huu lung', 'truong trung hoc pho thong huu lung', 'truong cap 3 huu lung', 'ptth huu lung', 'trung hoc pho thong huu lung']",11
THPT Vân Nham,"['THPT Vân Nham', 'thpt van nham', 'truong trung hoc pho thong van nham', 'ptth van nham', 'pho thong van nham', 'trung hoc pho thong van nham', 'pho thong trung hoc van nham', 'cap 3 van nham', 'pt van nham', 'truong cap 3 van nham', 'truong thpt van nham']",11
TT GDTX 2 tỉnh,"['TT GDTX 2 tỉnh', 'tt gdtx 2 tinh', 'tt giao duc thuong xuyen 2 tinh', 'tt trung tam gdtx 2 tinh', 'tt ttgdtx 2 tinh', 'tt trung tam giao duc thuong xuyen 2 tinh']",6
CĐ Nghề Công nghệ và Nông Lâm Đông Bắc,"['CĐ Nghề Công nghệ và Nông Lâm Đông Bắc', 'cd nghe cong nghe va nong lam dong bac']",2
THPT Tân Thành,"['THPT Tân Thành', 'thpt tan thanh', 'trung hoc pho thong tan thanh', 'pt tan thanh', 'truong thpt tan thanh', 'truong cap 3 tan thanh', 'pho thong tan thanh', 'truong trung hoc pho thong tan thanh', 'ptth tan thanh', 'pho thong trung hoc tan thanh', 'cap 3 tan thanh']",11
CĐ Công nghệ và Nông lâm Đông Bắc,"['CĐ Công nghệ và Nông lâm Đông Bắc', 'cd cong nghe va nong lam dong bac']",2
THPT Bắc Kạn,"['THPT Bắc Kạn', 'thpt bac kan', 'truong cap 3 bac kan', 'truong trung hoc pho thong bac kan', 'truong thpt bac kan', 'pho thong trung hoc bac kan', 'pt bac kan', 'cap 3 bac kan', 'pho thong bac kan', 'ptth bac kan', 'trung hoc pho thong bac kan']",11
Trường PT DTNT tỉnh Bắc Kạn,"['Trường PT DTNT tỉnh Bắc Kạn', 'truong pt dtnt tinh bac kan']",2
TT GDTX tỉnh,"['TT GDTX tỉnh', 'tt gdtx tinh', 'tt trung tam gdtx tinh', 'tt trung tam giao duc thuong xuyen tinh', 'tt giao duc thuong xuyen tinh', 'tt ttgdtx tinh']",6
THPT Dân lập Hùng Vương,"['THPT Dân lập Hùng Vương', 'thpt dan lap hung vuong', 'trung hoc pho thong dan lap hung vuong', 'truong thpt dan lap hung vuong', 'thpt dl hung vuong', 'cap 3 dan lap hung vuong', 'truong cap 3 dan lap hung vuong', 'truong trung hoc pho thong dan lap hung vuong', 'pho thong dan lap hung vuong', 'pt dan lap hung vuong', 'pho thong trung hoc dan lap hung vuong', 'ptth dan lap hung vuong']",12
TT Kỹ thuật TH-HN Bắc Kạn,"['TT Kỹ thuật TH-HN Bắc Kạn', 'tt ky thuat th hn bac kan']",2
TC nghề Bắc Kạn,"['TC nghề Bắc Kạn', 'tc nghe bac kan']",2
CĐ Nghề Dân tộc Nội trú Bắc Kạn,"['CĐ Nghề Dân tộc Nội trú Bắc Kạn', 'cd nghe dan toc noi tru bac kan']",2
TT GDTX-GDHN Bắc Kạn,"['TT GDTX-GDHN Bắc Kạn', 'tt gdtx gdhn bac kan', 'tt ttgdtx gdhn bac kan', 'tt trung tam giao duc thuong xuyen gdhn bac kan', 'tt giao duc thuong xuyen gdhn bac kan', 'tt trung tam gdtx gdhn bac kan']",6
Cao đẳng Bắc Kạn,"['Cao đẳng Bắc Kạn', 'cao dang bac kan', 'cd bac kan', 'truong cao dang bac kan']",4
THPT Chợ Đồn,"['THPT Chợ Đồn', 'thpt cho don', 'pho thong cho don', 'trung hoc pho thong cho don', 'truong cap 3 cho don', 'truong thpt cho don', 'truong trung hoc pho thong cho don', 'cap 3 cho don', 'pho thong trung hoc cho don', 'pt cho don', 'ptth cho don']",11
THPT Bình Trung,"['THPT Bình Trung', 'thpt binh trung', 'pho thong trung hoc binh trung', 'truong thpt binh trung', 'truong cap 3 binh trung', 'pho thong binh trung', 'ptth binh trung', 'trung hoc pho thong binh trung', 'pt binh trung', 'cap 3 binh trung', 'truong trung hoc pho thong binh trung']",11
"TT GDTX-DN H. Chợ Đồn, tỉnh Bắc Kạn","['TT GDTX-DN H. Chợ Đồn, tỉnh Bắc Kạn', 'tt gdtx dn h cho don tinh bac kan', 'tt giao duc thuong xuyen dn h cho don tinh bac kan', 'tt trung tam giao duc thuong xuyen dn h cho don tinh bac kan', 'tt ttgdtx dn h cho don tinh bac kan', 'tt trung tam gdtx dn h cho don tinh bac kan']",6
"TT GDNN-GDTX H. Chợ Đồn, tỉnh Bắc Kạn","['TT GDNN-GDTX H. Chợ Đồn, tỉnh Bắc Kạn', 'tt gdnn gdtx h cho don tinh bac kan', 'tt gdnn ttgdtx h cho don tinh bac kan', 'tt gdnn trung tam giao duc thuong xuyen h cho don tinh bac kan', 'tt gdnn giao duc thuong xuyen h cho don tinh bac kan', 'tt gdnn trung tam gdtx h cho don tinh bac kan']",6
THPT Phủ Thông,"['THPT Phủ Thông', 'thpt phu thong', 'truong thpt phu thong', 'ptth phu thong', 'cap 3 phu thong', 'pt phu thong', 'pho thong phu thong', 'truong cap 3 phu thong', 'trung hoc pho thong phu thong', 'pho thong trung hoc phu thong', 'truong trung hoc pho thong phu thong']",11
"TT GDTX H. Bạch Thông, tỉnh Bắc Kạn","['TT GDTX H. Bạch Thông, tỉnh Bắc Kạn', 'tt gdtx h bach thong tinh bac kan', 'tt trung tam giao duc thuong xuyen h bach thong tinh bac kan', 'tt giao duc thuong xuyen h bach thong tinh bac kan', 'tt ttgdtx h bach thong tinh bac kan', 'tt trung tam gdtx h bach thong tinh bac kan']",6
"TT GDNN-GDTX H. Bạch Thông, tỉnh Bắc Kạn","['TT GDNN-GDTX H. Bạch Thông, tỉnh Bắc Kạn', 'tt gdnn gdtx h bach thong tinh bac kan', 'tt gdnn ttgdtx h bach thong tinh bac kan', 'tt gdnn trung tam gdtx h bach thong tinh bac kan', 'tt gdnn trung tam giao duc thuong xuyen h bach thong tinh bac kan', 'tt gdnn giao duc thuong xuyen h bach thong tinh bac kan']",6
THPT Na Rì,"['THPT Na Rì', 'thpt na ri', 'pho thong na ri', 'pt na ri', 'truong thpt na ri', 'truong cap 3 na ri', 'cap 3 na ri', 'trung hoc pho thong na ri', 'truong trung hoc pho thong na ri', 'ptth na ri', 'pho thong trung hoc na ri']",11
"TT GDTX H. Na Rì, tỉnh Bắc Kạn","['TT GDTX H. Na Rì, tỉnh Bắc Kạn', 'tt gdtx h na ri tinh bac kan', 'tt giao duc thuong xuyen h na ri tinh bac kan', 'tt ttgdtx h na ri tinh bac kan', 'tt trung tam gdtx h na ri tinh bac kan', 'tt trung tam giao duc thuong xuyen h na ri tinh bac kan']",6
"TT GDNN-GDTX H. Na Rì, tỉnh Bắc Kạn","['TT GDNN-GDTX H. Na Rì, tỉnh Bắc Kạn', 'tt gdnn gdtx h na ri tinh bac kan', 'tt gdnn trung tam gdtx h na ri tinh bac kan', 'tt gdnn giao duc thuong xuyen h na ri tinh bac kan', 'tt gdnn trung tam giao duc thuong xuyen h na ri tinh bac kan', 'tt gdnn ttgdtx h na ri tinh bac kan']",6
THPT Ngân Sơn,"['THPT Ngân Sơn', 'thpt ngan son', 'truong thpt ngan son', 'pho thong trung hoc ngan son', 'pt ngan son', 'pho thong ngan son', 'trung hoc pho thong ngan son', 'ptth ngan son', 'cap 3 ngan son', 'truong cap 3 ngan son', 'truong trung hoc pho thong ngan son']",11
THCS&THPT Nà Phặc,"['THCS&THPT Nà Phặc', 'thcs thpt na phac', 'thcs trung hoc pho thong na phac', 'co so thpt na phac', 'thcs & thpt na phac', 'thcs pho thong na phac', 'cs thpt na phac', 'thcs truong trung hoc pho thong na phac', 'thcs truong thpt na phac', 'trung hoc co so thpt na phac', 'thcs ptth na phac', 'thcs cap 3 na phac', 'thcs pt na phac', 'truong trung hoc co so thpt na phac', 'thcs pho thong trung hoc na phac', 'tthcs thpt na phac', 'truong cap 2 thpt na phac', 'truong thcs thpt na phac', 'cap 2 thpt na phac', 'thcs truong cap 3 na phac']",20
"TT GDTX H. Ngân Sơn, tỉnh Bắc Kạn","['TT GDTX H. Ngân Sơn, tỉnh Bắc Kạn', 'tt gdtx h ngan son tinh bac kan', 'tt trung tam gdtx h ngan son tinh bac kan', 'tt giao duc thuong xuyen h ngan son tinh bac kan', 'tt ttgdtx h ngan son tinh bac kan', 'tt trung tam giao duc thuong xuyen h ngan son tinh bac kan']",6
"TT GDNN-GDTX H. Ngân Sơn, tỉnh Bắc Kạn","['TT GDNN-GDTX H. Ngân Sơn, tỉnh Bắc Kạn', 'tt gdnn gdtx h ngan son tinh bac kan', 'tt gdnn ttgdtx h ngan son tinh bac kan', 'tt gdnn trung tam gdtx h ngan son tinh bac kan', 'tt gdnn giao duc thuong xuyen h ngan son tinh bac kan', 'tt gdnn trung tam giao duc thuong xuyen h ngan son tinh bac kan']",6
THPT Ba Bể,"['THPT Ba Bể', 'thpt ba be', 'truong trung hoc pho thong ba be', 'pho thong trung hoc ba be', 'truong thpt ba be', 'pt ba be', 'truong cap 3 ba be', 'cap 3 ba be', 'pho thong ba be', 'ptth ba be', 'trung hoc pho thong ba be']",11
THPT Quảng Khê,"['THPT Quảng Khê', 'thpt quang khe', 'trung hoc pho thong quang khe', 'truong trung hoc pho thong quang khe', 'pt quang khe', 'cap 3 quang khe', 'truong cap 3 quang khe', 'truong thpt quang khe', 'pho thong quang khe', 'pho thong trung hoc quang khe', 'ptth quang khe']",11
TT GDTX H. Ba Bể tỉnh Bắc Kạn,"['TT GDTX H. Ba Bể tỉnh Bắc Kạn', 'tt gdtx h ba be tinh bac kan', 'tt ttgdtx h ba be tinh bac kan', 'tt giao duc thuong xuyen h ba be tinh bac kan', 'tt trung tam gdtx h ba be tinh bac kan', 'tt trung tam giao duc thuong xuyen h ba be tinh bac kan']",6
TT GDNN-GDTX H. Ba Bể tỉnh Bắc Kạn,"['TT GDNN-GDTX H. Ba Bể tỉnh Bắc Kạn', 'tt gdnn gdtx h ba be tinh bac kan', 'tt gdnn trung tam gdtx h ba be tinh bac kan', 'tt gdnn trung tam giao duc thuong xuyen h ba be tinh bac kan', 'tt gdnn giao duc thuong xuyen h ba be tinh bac kan', 'tt gdnn ttgdtx h ba be tinh bac kan']",6
THPT Chợ Mới,"['THPT Chợ Mới', 'thpt cho moi', 'pt cho moi', 'pho thong trung hoc cho moi', 'pho thong cho moi', 'truong cap 3 cho moi', 'ptth cho moi', 'truong thpt cho moi', 'cap 3 cho moi', 'truong trung hoc pho thong cho moi', 'trung hoc pho thong cho moi']",11
THPT Yên Hân,"['THPT Yên Hân', 'thpt yen han', 'trung hoc pho thong yen han', 'pho thong trung hoc yen han', 'pho thong yen han', 'truong cap 3 yen han', 'truong thpt yen han', 'pt yen han', 'ptth yen han', 'cap 3 yen han', 'truong trung hoc pho thong yen han']",11
"TT GDTX H. Chợ Mới, tỉnh Bắc Kạn","['TT GDTX H. Chợ Mới, tỉnh Bắc Kạn', 'tt gdtx h cho moi tinh bac kan', 'tt ttgdtx h cho moi tinh bac kan', 'tt trung tam giao duc thuong xuyen h cho moi tinh bac kan', 'tt trung tam gdtx h cho moi tinh bac kan', 'tt giao duc thuong xuyen h cho moi tinh bac kan']",6
