Column1,text,normed_text,clean_text
36155,Truong đai hoc bach khoa ha noi,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
36474,Technische Universität Hanoi,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
36642,Bac khoa han nồi,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
35612,ĐAI HỌC BÌNH DƯƠNG,Trường Đại học Bình Dương,ĐH Bình Dương
36348,Đại Học cảnh sát nhân dân Tp.Hồ Chí Minh,Trường Đại học Cảnh sát Nhân dân,ĐH Cảnh sát Nhân dân
35236,Trường Đại Học Công Đoàn - Đống Đa - Hà Nội,Trường Đại Học Công Đoàn,ĐH Công Đoàn
36531,Trường Đại học Công đoàn,Trường Đại Học Công Đoàn,ĐH Công Đoàn
36638,Đh Công nghệ thông tin ĐHQG Hà Noi,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội",ĐH Công nghệ - ĐH Quốc gia Hà Nội
36070,DH CNTT Thái Nguyên,Trường Đại học Công nghệ Thông tin & Truyền thông Thái Nguyên,ĐH Công nghệ Thông tin & Truyền thông Thái Nguyên
35274,Truong Dai Hoc Cong Nghe Thong Tin TPHCM,Trường Đại học Công nghệ Thông tin ĐHQG TP.HCM,ĐH Công nghệ Thông tin ĐHQG TP.HCM
36224,Cao Đẳng Công Nghệ Thông Tin Việt - Hàn,Trường Đại học Công nghệ Thông tin và Truyền thông Việt - Hàn,ĐH Công nghệ Thông tin và Truyền thông Việt - Hàn
35864,HUTECH - Trường Đại học Công nghệ TP.HCM,Trường Đại học Công nghệ TP.HCM,ĐH Công nghệ TP.HCM
35551,Cao đẳng công nghiệp dệt may thời trang hà nội,Trường Đại Học Công Nghiệp Dệt May Hà Nội,ĐH Công Nghiệp Dệt May Hà Nội
36178,Truong cđ công nghiệp dệt may thời trang Hà Nội,Trường Đại Học Công Nghiệp Dệt May Hà Nội,ĐH Công Nghiệp Dệt May Hà Nội
36539,Cựu Sinh Viên Đại Học Công Nghiệp Hà Nội,Trường Đại học Công nghiệp Hà Nội,ĐH Công nghiệp Hà Nội
35313,Cao Đẵng Công Nghiệp TP.HCM,Trường Đại học Công nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
35445,dai hoc cong ngiep tphcm,Trường Đại học Công nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
35748,Dh cntphcm,Trường Đại học Công nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
35926,cong nhiep 4,Trường Đại học Công nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
36102,Industrial Univercity of Hochiminh City,Trường Đại học Công nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
36172,Dai Hoc Cong Nghiep TPHCM (HUI),Trường Đại học Công nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
36261,Trường Đại Học CN TP Hồ Chí Minh,Trường Đại học Công nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
36505,Đại học Công nghiệp Tp.HỒ,Trường Đại học Công nghiệp TP.HCM,ĐH Công nghiệp TP.HCM
36405,Truong Dhcn Viet Tri,Trường Đại Học Công Nghiệp Việt Trì cơ sở Lâm Thao,ĐH Công Nghiệp Việt Trì
35753,DHCN VINH,Trường Đại học Công Nghiệp Vinh,ĐH Công Nghiệp Vinh
35447,Đại học Đà Lạt,Trường Đại Học Đà Lạt,ĐH Đà Lạt
36208,Dickinson College,Trường Đại học Dickinson,ĐH Dickinson
36323,ĐH Điện Lực HN,Trường Đại học Điện Lực,ĐH Điện Lực
36536,EPU,Trường Đại học Điện Lực,ĐH Điện Lực
35478,Đai Hoc Điêu Dương Nam Đinh,Trường Đại học Điều dưỡng Nam Định,ĐH Điều dưỡng Nam Định
36054,Truongdaihocdongthap,Trường Đại học Đồng Tháp,ĐH Đồng Tháp
35645,Daj hok gja djnh,Trường Đại học Gia Định,ĐH Gia Định
35533,ĐH Giao thông sắt bộ,Trường Đại học Giao thông Vận tải,ĐH Giao thông Vận tải
36052,DH GTVT,Trường Đại học Giao thông Vận tải,ĐH Giao thông Vận tải
36440,University of Transport and Communication Hanoi,Trường Đại học Giao thông Vận tải,ĐH Giao thông Vận tải
36761,Dh gjao thong van taj,Trường Đại học Giao thông Vận tải,ĐH Giao thông Vận tải
36392,truong dai hoc Ha tinh,Trường Đại học Hà Tĩnh,ĐH Hà Tĩnh
36756,Trường ĐH Hà Tĩnh,Trường Đại học Hà Tĩnh,ĐH Hà Tĩnh
36147,hai phong univercity,Trường Đại học Hải Phòng,ĐH Hải Phòng
36046,Đại Học Hàng Hải,Trường Đại học Hàng hải Việt Nam,ĐH Hàng hải Việt Nam
36430,maritime univesity,Trường Đại học Hàng hải Việt Nam ,ĐH Hàng hải Việt Nam
36645,Dai hok hang hai,Trường Đại học Hàng hải Việt Nam,ĐH Hàng hải Việt Nam
35656,Havart univesity,Đại học Harvard ,ĐH Harvard
36133,Trường Đại Học Hoa Lư Ninh Binh,Trường Đại học Hoa Lư,ĐH Hoa Lư
36661,Đại Học Hồng Đức,Trường Đại Học Hồng Đức,ĐH Hồng Đức
36663,Đại học Hồng Đức - Thanh hoá,Trường Đại Học Hồng Đức,ĐH Hồng Đức
35632,dai hoc khoa hoc thai nguyen,Trường Đại học Khoa học,ĐH Khoa học
36043,ĐH khoa học thái nguyên,Trường Đại học Khoa học,ĐH Khoa học
36473,khoa hoc tu nhien hn,"Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội",ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
36621,Đại Học KHTN-ĐHQG Hà Nội,"Trường Đại học Khoa học Tự nhiên, Đại học Quốc gia Hà Nội",ĐH Khoa học Tự nhiên - ĐH Quốc gia Hà Nội
35345,University of Science TPHCM,Trường Đại học Khoa học Tự nhiên - Đại học Quốc Gia TP.HCM,ĐH Khoa học Tự nhiên - ĐH Quốc Gia TP.HCM
35290,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc...,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
35587,xh va nhan van,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
35622,dai hoc khoa hoc xa hoi va nhan,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
36272,HN USSH,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
36356,KHXH Nhan Van,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,ĐH Khoa học Xã hội và Nhân văn - ĐH Quốc gia Hà Nội
35804,DH Khoa học xã hội và nhân văn Tp. HCM,Trường Đại học Khoa học Xã hội và Nhân văn – Đại học Quốc gia TP.HCM,ĐH Khoa học Xã hội và Nhân văn – ĐH Quốc gia TP.HCM
35505,Kiến Trúc HN,Trường Đại học Kiến trúc Hà Nội,ĐH Kiến trúc Hà Nội
36676,Hanoi Architecture Univercity,Trường Đại học Kiến trúc Hà Nội,ĐH Kiến trúc Hà Nội
35707,Ha Noi University of Business and Technogogy ( HUBT),Trường Đại học Kinh doanh và Công nghệ Hà Nội,ĐH Kinh doanh và Công nghệ Hà Nội
36075,dai hoc kinh doanh va cong gnhe ha noi,Trường Đại học Kinh doanh và Công nghệ Hà Nội,ĐH Kinh doanh và Công nghệ Hà Nội
35431,Da Nang University of Economics,Trường Đại học Kinh tế - Đại học Đà Nẵng,ĐH Kinh tế - ĐH Đà Nẵng
35878,DaNang Univerisy of Economics,Trường Đại học Kinh tế - Đại học Đà Nẵng,ĐH Kinh tế - ĐH Đà Nẵng
35951,dai hoc kinh te da nang,Trường Đại học Kinh tế - Đại học Đà Nẵng,ĐH Kinh tế - ĐH Đà Nẵng
36351,Truong Ky Thuat Binh Duong,Trường Đại học Kinh tế - Kỹ Thuật Bình Dương,ĐH Kinh tế - Kỹ Thuật Bình Dương
35813,ĐH Kinh Tế Công Nghiệp Long An,Trường Đại học Kinh tế Công nghiệp Long An,ĐH Kinh tế Công nghiệp Long An
35537,DHkinh te ky thuat cong nghiep,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,ĐH Kinh tế Kỹ thuật Công nghiệp
35901,kinh ke ky thuat cong nghiep,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,ĐH Kinh tế Kỹ thuật Công nghiệp
36433,ĐH Kinh Tế Công Nghệ,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,ĐH Kinh tế Kỹ thuật Công nghiệp
36524,Đại học Kinh Tế - Kĩ thuật,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,ĐH Kinh tế Kỹ thuật Công nghiệp
35463,Đại Học Kinh Tế Nagoya,Đại học Kinh tế Nagoya,ĐH Kinh tế Nagoya
36137,Trường kinh tế tp vinh,Trường Đại học Kinh Tế Nghệ An,ĐH Kinh Tế Nghệ An
35714,Trường Đại học Kinh tế Quốc dân - NEU,Trường Đại Học Kinh Tế Quốc Dân,ĐH Kinh Tế Quốc Dân
35957,truong dh kinh te quoc dan,Trường Đại Học Kinh Tế Quốc Dân,ĐH Kinh Tế Quốc Dân
36111,National Economics University of Hanoi (NEU),Trường Đại Học Kinh Tế Quốc Dân,ĐH Kinh Tế Quốc Dân
36331,HGU School of Management and Economics,Trường Đại Học Kinh Tế Quốc Dân,ĐH Kinh Tế Quốc Dân
36678,National Economics Univercity,Trường Đại Học Kinh Tế Quốc Dân,ĐH Kinh Tế Quốc Dân
35237,Đại học kinh tê tp hcm,Trường Đại học Kinh tế TP.HCM,ĐH Kinh tế TP.HCM
35425,dai hoc kinh te tphcm,Trường Đại học Kinh tế TP.HCM,ĐH Kinh tế TP.HCM
36418,dai hoc kinh te tphcm,Trường Đại học Kinh tế TP.HCM,ĐH Kinh tế TP.HCM
36651,TRUONG CAO DANG KINH TE TAI CHANH VINH LONG,Phân hiệu Trường Đại học Kinh tế TP.HCM tại tỉnh Vĩnh Long,ĐH Kinh tế TP.HCM
35303,University of Economic Tueba,Trường Đại học Kinh tế và Quản trị kinh doanh - Đại học Thái Nguyên ,ĐH Kinh tế và Quản trị kinh doanh - ĐH Thái Nguyên
36077,Trường ĐHKT Thái Nguyên,Trường Đại học Kinh tế và Quản trị kinh doanh - Đại học Thái Nguyên,ĐH Kinh tế và Quản trị kinh doanh - ĐH Thái Nguyên
35338,công nghiệp thái nguyên,Trường Đại Học Kỹ Thuật Công Nghiệp,ĐH Kỹ Thuật Công Nghiệp
36683,DAI HOC KI THUAT CONG NGHIEP THAI  NGHUYEN,Trường Đại Học Kỹ Thuật Công Nghiệp,ĐH Kỹ Thuật Công Nghiệp
35326,dh ktyt hai duong,Đại học Kỹ thuật Y tế Hải Dương,ĐH Kỹ thuật Y tế Hải Dương
36211,DH y te ki thuat HD,Đại học Kỹ thuật Y tế Hải Dương,ĐH Kỹ thuật Y tế Hải Dương
36432,Trường ĐH kĩ thuật y tế Hải Dương,Đại học Kỹ thuật Y tế Hải Dương,ĐH Kỹ thuật Y tế Hải Dương
36136,Trường Đại học Dân lập Lạc Hồng,Trường đại Học Lạc Hồng ,ĐH Lạc Hồng
36738,daj hoc lac hong,Trường đại Học Lạc Hồng,ĐH Lạc Hồng
36091,Dai hoc lam ngkjep,Trường Đại học Lâm nghiệp,ĐH Lâm nghiệp
35541,Truong dai hoc tao lao,Trường Đại học Lao động - Xã hội,ĐH Lao động - Xã hội
35620,Đh Lao động xã hội cs2,Trường Đại học Lao động Xã hội - Cơ sở 2,ĐH Lao động Xã hội
36479,ULSA2,Trường Đại học Lao động Xã hội - Cơ sở 2,ĐH Lao động Xã hội
35930,"HaNoi Law University""10",Trường Đại học Luật Hà Nội,ĐH Luật Hà Nội
35495,Trường ĐH Luật TP. Hồ Chí Minh,Trường Đại học Luật TP.HCM,ĐH Luật TP.HCM
36003,Đại Học Luật Tp Hồ Chí Minh,Trường Đại học Luật TP.HCM,ĐH Luật TP.HCM
36113,Dai hoc luât TpHcm,Trường Đại học Luật TP.HCM,ĐH Luật TP.HCM
36218,Đại học Luật TP.HCM,Trường Đại học Luật TP.HCM,ĐH Luật TP.HCM
35751,ĐHMĐC,Trường Đại học Mỏ - Địa chất.,ĐH Mỏ - Địa chất
36417,Đại Học Mỏ - Địa Chất,Trường Đại học Mỏ - Địa chất.,ĐH Mỏ - Địa chất
35741,Viện Đại Học Mở Hà Nội '10,Trường Đại học Mở Hà Nội,ĐH Mở Hà Nội
35929,Viện Đại Học Mở Hà Nội,Trường Đại học Mở Hà Nội,ĐH Mở Hà Nội
36045,Viện Đại Học Mở Hà Nội,Trường Đại học Mở Hà Nội,ĐH Mở Hà Nội
36379,Hà Nội Open U,Trường Đại học Mở Hà Nội,ĐH Mở Hà Nội
36183,Hồ Chí Minh Open University,Trường ĐH Mở TP.HCM,ĐH Mở TP.HCM
36682,ĐH mở thành phố Hồ Chí Minh,Trường ĐH Mở TP.HCM,ĐH Mở TP.HCM
35244,Đại Học Mỹ Thuật Công Nghiệp Hà Nội .,Trường Đại học Mỹ thuật Công nghiệp,ĐH Mỹ thuật Công nghiệp
35956,University of Industrial Fine Arts,Trường Đại học Mỹ thuật Công nghiệp ,ĐH Mỹ thuật Công nghiệp
35947,Bank University TP HCM,Trường Đại Học Ngân Hàng TP.HCM ,ĐH Ngân Hàng TP.HCM
36212,buh,Trường Đại Học Ngân Hàng TP.HCM ,ĐH Ngân Hàng TP.HCM
36230,Banking Univerity.tp HCM,Trường Đại Học Ngân Hàng TP.HCM ,ĐH Ngân Hàng TP.HCM
35585,đại học ngoại ngữ quốc gja Hà Nội,"Trường Đại học Ngoại ngữ, Đại học Quốc gia Hà Nội",ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
36169,DHNN-DHQG Ha Noi,"Trường Đại học Ngoại ngữ, Đại học Quốc gia Hà Nội",ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
36241,DAI HOC NGOAI NGU HA NOI,"Trường Đại học Ngoại ngữ, Đại học Quốc gia Hà Nội",ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
36507,University of Languages & International Studies,"Trường Đại học Ngoại ngữ, Đại học Quốc gia Hà Nội",ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
35588,ngoaj thuong,Trường Đại học Ngoại thương,ĐH Ngoại thương
35688,Foreign Trade University,Trường Đại học Ngoại thương ,ĐH Ngoại thương
36127,Ngoại thương,Trường Đại học Ngoại thương,ĐH Ngoại thương
35712,DH Nguyen Tat Thanh TPHCM,Trường Đại học Nguyễn Tất Thành,ĐH Nguyễn Tất Thành
36278,Đại Học Nguyễn Tất Thành,Trường Đại học Nguyễn Tất Thành,ĐH Nguyễn Tất Thành
36561,NTTU - Đại học Nguyễn Tất Thành,Trường Đại học Nguyễn Tất Thành,ĐH Nguyễn Tất Thành
35205,DH Thủy sản,Trường Đại học Nha Trang,ĐH Nha Trang
35221,NTU,Trường Đại học Nha Trang,ĐH Nha Trang
35213,Đại học Nội Vụ Hà Nội,Trường Đại Học Nội Vụ Hà Nội,ĐH Nội Vụ Hà Nội
35723,Daj hoc Noi Vu Ha Noi,Trường Đại Học Nội Vụ Hà Nội,ĐH Nội Vụ Hà Nội
36087,NL BAC GIANG,Trường Đại học Nông Lâm Bắc Giang,ĐH Nông Lâm Bắc Giang
35230,Truong dai hoc nong lam hue,Trường Đại học Nông Lâm Huế,ĐH Nông Lâm Huế
35534,Trường Đại học Nông Lâm thành phố Hồ Chí Minh,Trường Đại học Nông Lâm TP.HCM,ĐH Nông Lâm TP.HCM
36476,Dai hoc Nong Lam TPHCM,Trường Đại học Nông Lâm TP.HCM,ĐH Nông Lâm TP.HCM
36744,Phân Hiệu Đại Học Nông Lâm TP.HCM tại Ninh Thuận,Phân hiệu Trường Đại học Nông Lâm TP.HCM tại Ninh Thuận.,ĐH Nông Lâm TP.HCM
35734,University of Fire fighting and prevention,Trường Đại học Phòng Cháy Chữa Cháy 2 ,ĐH Phòng Cháy Chữa Cháy 2
35468,Tokyo Fukushi University Myanmar,Đại học Phúc lợi Xã hội Tokyo ,ĐH Phúc lợi Xã hội Tokyo
35398,HPU,Đại học Quản lý và Công nghệ Hải Phòng,ĐH Quản lý và Công nghệ Hải Phòng
36177,Đại Học Quảng Bình,Trường Đại học Quảng Bình,ĐH Quảng Bình
36467,Đại Học Quảng Bình,Trường Đại học Quảng Bình,ĐH Quảng Bình
35706,ĐH Quang Trung,Trường Đại học Quang Trung,ĐH Quang Trung
35286,"Chungnam National University, South Korea",Đại học Quốc gia Chungnam ,ĐH Quốc gia Chungnam
35583,"Đại học Quốc Gia Hà Nội, Hà Nội",Đại học Quốc gia Hà Nội,ĐH Quốc gia Hà Nội
36047,Trường đại học quốc gia Hà Nội,Đại học Quốc gia Hà Nội,ĐH Quốc gia Hà Nội
36291,truong dh quoc te hong bang,Đại Học Quốc Tế Hồng Bàng,ĐH Quốc Tế Hồng Bàng
36613,dh quoc te hoc bang,Đại Học Quốc Tế Hồng Bàng,ĐH Quốc Tế Hồng Bàng
35247,Trường Đại học Quốc tế Sài Gòn - SIU,Trường Đại học Quốc tế Sài Gòn,ĐH Quốc tế Sài Gòn
35456,Trường ĐẠI HỌC QUI NHƠN,Trường Đại Học Quy Nhơn,ĐH Quy Nhơn
35555,Trường Đại học Quy Nhơn,Trường Đại Học Quy Nhơn,ĐH Quy Nhơn
35272,Học viện sân khấu điện ảnh Hà Nội,Trường Đại học Sân khấu Điện ảnh Hà Nội,ĐH Sân khấu Điện ảnh Hà Nội
36703,San khau va Dien Anh Ha noi,Trường Đại học Sân khấu Điện ảnh Hà Nội,ĐH Sân khấu Điện ảnh Hà Nội
36119,Truog Đai hoc sao do .hd city,Trường Đại học Sao Đỏ,ĐH Sao Đỏ
35200,Trường Cao Đẳng Sư Phạm Hà Nội,Trường Đại học Sư phạm Hà Nội,ĐH Sư phạm Hà Nội
35348,ĐH SPHN,Trường Đại học Sư phạm Hà Nội,ĐH Sư phạm Hà Nội
35797,ĐH Sư phạm HN I,Trường Đại học Sư phạm Hà Nội,ĐH Sư phạm Hà Nội
35799,DHSPHN,Trường Đại học Sư phạm Hà Nội,ĐH Sư phạm Hà Nội
35835,ĐHSP,Trường Đại học Sư phạm Hà Nội,ĐH Sư phạm Hà Nội
36382,ĐHSP Hà Nội,Trường Đại học Sư phạm Hà Nội,ĐH Sư phạm Hà Nội
35233,Truog cao dang su pham hanam,Trường Đại học Sư phạm Hà Nội - Cơ sở Hà Nam,ĐH Sư phạm Hà Nội
35477,Trường Cao Đẳng Sư Phạm Hà Nam,Trường Đại học Sư phạm Hà Nội - Cơ sở Hà Nam,ĐH Sư phạm Hà Nội
36297,CĐ su pham ha nam,Trường Đại học Sư phạm Hà Nội - Cơ sở Hà Nam,ĐH Sư phạm Hà Nội
36525,cao đăng sư pham Ha´ nam Ninh,Trường Đại học Sư phạm Hà Nội - Cơ sở Hà Nam,ĐH Sư phạm Hà Nội
36262,Truong DHSP Ha Noi 2,Trường Đại học Sư phạm Hà Nội 2,ĐH Sư phạm Hà Nội 2
36731,Hanoi pedagogical university No.2,Trường Đại học Sư phạm Hà Nội 2,ĐH Sư phạm Hà Nội 2
35273,Truơng DAI HOC SƯ PHẠM KỸ THUẬT HƯNH YÊN,Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên,ĐH Sư Phạm Kỹ Thuật Hưng Yên
35782,Trương ĐH SPKT Hưng Yên,Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên,ĐH Sư Phạm Kỹ Thuật Hưng Yên
35674,trường đại học sư phạm ki thuật tp hcm,Trường Đại học Sư phạm Kỹ thuật TP.HCM,ĐH Sư phạm Kỹ thuật TP.HCM
36007,dai hoc su pham ky thuat tp ho chi minh,Trường Đại học Sư phạm Kỹ thuật TP.HCM,ĐH Sư phạm Kỹ thuật TP.HCM
36369,Đại học SP Kỹ Thuật TPHCM,Trường Đại học Sư phạm Kỹ thuật TP.HCM,ĐH Sư phạm Kỹ thuật TP.HCM
35810,truong cao dang ki thuat vinh long,Trường ĐH Sư phạm Kỹ thuật Vĩnh Long,ĐH Sư phạm Kỹ thuật Vĩnh Long
36185,đại học sư phạm quế lâm,Đại học Sư phạm Quảng Tây,ĐH Sư phạm Quảng Tây
36149,dai hoc tdtt ha noi,Trường Đại học Sư phạm Thể dục Thể thao Hà Nội,ĐH Sư phạm Thể dục Thể thao Hà Nội
36464,truong dai hoc su pham the duc the thao ha noi,Trường Đại học Sư phạm Thể dục Thể thao Hà Nội,ĐH Sư phạm Thể dục Thể thao Hà Nội
36714,Dai hoc SP TDTT Ha noi,Trường Đại học Sư phạm Thể dục Thể thao Hà Nội,ĐH Sư phạm Thể dục Thể thao Hà Nội
36156,Trường Đại học sư phạm thể dục thể thao TP. HCM,Trường Đại học Sư phạm Thể dục Thể thao TP.HCM,ĐH Sư phạm Thể dục Thể thao TP.HCM
35470,DHSP TPHCM,Trường Đại học Sư phạm TP.HCM,ĐH Sư phạm TP.HCM
35630,sư phạm,Trường Đại học Sư phạm TP.HCM,ĐH Sư phạm TP.HCM
36329,Sư Phạm,Trường Đại học Sư phạm TP.HCM,ĐH Sư phạm TP.HCM
36584,ưphạm tphcm,Trường Đại học Sư phạm TP.HCM,ĐH Sư phạm TP.HCM
36588,Ho Chi Minh City University of Pedagogy,Trường Đại học Sư phạm TP.HCM,ĐH Sư phạm TP.HCM
36083,Cđ tài chính hải quan,Đại học Tài chính - Marketing,ĐH Tài chính - Marketing
35737,Trường ĐH tài nguyên và m0i trường HN,Trường Đại học Tài nguyên và Môi Trường Hà Nội,ĐH Tài nguyên và Môi Trường Hà Nội
36029,University of Natural Resources and Environment of Ho Chi Minh City,Trường Đại học Tài nguyên và Môi Trường TP.HCM,ĐH Tài nguyên và Môi Trường TP.HCM
36287,dh tai nguyen moi truong tphcm,Trường Đại học Tài nguyên và Môi Trường TP.HCM,ĐH Tài nguyên và Môi Trường TP.HCM
35618,đại học tây bắc,Trường Đại học Tây Bắc,ĐH Tây Bắc
35331,Trường đại học Tây Nguyên,Trường Đại học Tây Nguyên,ĐH Tây Nguyên
35691,DH tay nguen,Trường Đại học Tây Nguyên,ĐH Tây Nguyên
36437,Tây Nguyên University,Trường Đại học Tây Nguyên,ĐH Tây Nguyên
36620,Đại học Thái Bình Dương,Trường Đại học Thái Bình Dương,ĐH Thái Bình Dương
36308,Đại học Thai Nguyên,Đại Học Thái Nguyên,ĐH Thái Nguyên
36263,Thăng Long,Trường Đại học Thăng Long,ĐH Thăng Long
36503,Đai học Thanh Long,Trường Đại học Thăng Long,ĐH Thăng Long
35900,ThanhDo,Trường Đại học Thành Đô,ĐH Thành Đô
35938,truong dh tdtd bac ninh,Trường Đại học Thể dục Thể thao Bắc Ninh,ĐH Thể dục Thể thao Bắc Ninh
36002,Đạh Học Thể Dục Thể Thao Bắc Ninh,Trường Đại học Thể dục Thể thao Bắc Ninh,ĐH Thể dục Thể thao Bắc Ninh
36403,dhtdtt bac ninh,Trường Đại học Thể dục Thể thao Bắc Ninh,ĐH Thể dục Thể thao Bắc Ninh
36420,đại học thể thao từ sơn bắc ninh,Trường Đại học Thể dục Thể thao Bắc Ninh,ĐH Thể dục Thể thao Bắc Ninh
35648,dh tdtt tp ho chi minh,Trường Đại học Thể dục Thể thao TP.HCM,ĐH Thể dục Thể thao TP.HCM
36170,Trường Đại học Thủ đô Hà Nội,Trường Đại học Thủ đô Hà Nội,ĐH Thủ đô Hà Nội
35384,Đại học Thương Mại,Trường Đại học Thương mại,ĐH Thương mại
35535,Vietnam Commercial University,Trường Đại học Thương mại,ĐH Thương mại
36179,DH Thuy Loi_WRU,Trường Đại Học Thủy Lợi,ĐH Thủy Lợi
36493,Đại Học Tiền Giang,Trường Đại học Tiền Giang,ĐH Tiền Giang
35440,Đại Học Tôn Đức Thắng,Trường Đại học Tôn Đức Thắng,ĐH Tôn Đức Thắng
35993,đại học tổng hợp Việt Nam,Đại Học Tổng Hợp Hà Nọi,ĐH Tổng Hợp Hà Nọi
36074,Saint Petersburg State University,Đại học Tổng hợp Sankt-Peterburg ,ĐH Tổng hợp Sankt-Peterburg
35390,Dai Hoc Tra Vinh,Trường Đại Học Trà Vinh,ĐH Trà Vinh
35451,Truong Dai Hoc Tra Vinh,Trường Đại Học Trà Vinh,ĐH Trà Vinh
35558,Trường ĐH-Trà Vinh,Trường Đại Học Trà Vinh,ĐH Trà Vinh
36174,Đại học Trà inh,Trường Đại Học Trà Vinh,ĐH Trà Vinh
35498,DH Văn Hóa Hà Nội,Trường Đại học Văn hóa Hà Nội,ĐH Văn hóa Hà Nội
36439,DHVHHN,Trường Đại học Văn hóa Hà Nội,ĐH Văn hóa Hà Nội
35854,TRUONG DAI HOC VAN HOA NGHE THUAT QUAN DOI HA NOI,Trường Đại học Văn hóa Nghệ thuật Quân đội,ĐH Văn hóa Nghệ thuật Quân đội
35369,Đại học Văn Hóa TP HCM - VHS,Trường Đại học Văn hóa TP.HCM - Cơ sở 1,ĐH Văn hóa TP.HCM
36175,DH XDGD,Trường Đại Học Xây Dựng,ĐH Xây Dựng
36512,Trường Đại Học Y Hải Phòng,Trường Đại học Y Dược Hải Phòng,ĐH Y Dược Hải Phòng
35328,Y duoc Thai Binh,Đại Học Y Dược Thái Bình,ĐH Y Dược Thái Bình
36402,Medical and Pharmaceutical University of Ho Chi Minh City '11,Đại học Y Dược TP.HCM,ĐH Y Dược TP.HCM
35436,Dai Hoc y cau mo,Trường Đại Học Y Hà Nội,ĐH Y Hà Nội
36164,daj hoc y,Trường Đại Học Y Hà Nội,ĐH Y Hà Nội
36385,dh y khoa pham ngoc thach,Trường Đại học Y khoa Phạm Ngọc Thạch,ĐH Y khoa Phạm Ngọc Thạch
35963,DHYK VINH,Trường Đại học Y khoa Vinh,ĐH Y khoa Vinh
35955,yersin university of dalat,Trường Đại học Yersin Đà Lạt,ĐH Yersin Đà Lạt
35264,TTDN PHƯỚC LỘC,TT Dạy Nghề Phước Lộc,DN Phước Lộc
35438,Trường THPTDTNT Tỉnh Kon Tum,Trường Dân tộc nội trú tỉnh Kon Tum,DTNT Kon Tum
36408,Trường THPTDT Nội Trú Tỉnh Lâm Đồng,Trường Dân tộc nội trú tỉnh Lâm Đồng,DTNT Lâm Đồng
35655,PTDT Nội Trú HG,Trường Dân tộc nội trú Vĩnh Phúc,DTNT Vĩnh Phúc
36057,Trung Tam Giao Duc Thuog Xuyen  -Tien Hai,TT Giáo Dục Nghề Nghiệp GDTX Quận Hai Bà Trưng,GDNN-GDTX Hai Bà Trưng
35961,trung tam giao duc thuong xuyen mo cay bac,TT Giáo Dục Nghề Nghiệp Và GDTX Mỏ Cày Bắc,GDNN-GDTX Mỏ Cày Bắc
36542,TT GDTX huyện phú lộc TTH,TT GDNN-GDTX Phú Lộc,GDNN-GDTX Phú Lộc
35504,TT GD Thường Xuyên An Giang,TT GDTX tỉnh An Giang,GDTX An Giang
35251,truong TT GDTX Bac qung,TT GDTX Bắc Quang,GDTX Bắc Quang
36001,"TT GDTX Ca Mau, Viet Nam",TT GDTX Tỉnh Cà Mau,GDTX Cà Mau
36033,"TT GDTX Thành Phố Biên Hòa , Tỉnh Đồng Nai",TT GDTX tỉnh Đồng Nai,GDTX Đồng Nai
35708,TT giao duc thương xuyên huyên Mo Cay Nam,TT GDTX Huyện Mỏ Cày Nam,GDTX Mỏ Cày Nam
35299,GDTX Q12,TT GDTX Quận 12,GDTX Quận 12
