Column1,text,normed_text,clean_text
25603,cd nghe kv long thanh nhon trach,CĐ nghề KV Long Thành-Nhơn Trạch,CĐ nghề KV Long Thành-Nhơn Trạch
21972,cd nghe ky thuat cong nghe kinh te s,CĐ nghề kỹ thuật - công nghệ - kinh tế S,CĐ nghề kỹ thuật - công nghệ - kinh tế S
24129,cd nghe ky thuat cong nghiep viet nam han quoc,CĐ Nghề Kỹ thuật - Công nghiệp Việt Nam - Hàn Quốc,CĐ Nghề Kỹ thuật - Công nghiệp Việt Nam - Hàn Quốc
21865,cd nghe ky thuat cong nghe,CĐ nghề Kỹ thuật Công nghệ,CĐ nghề Kỹ thuật Công nghệ
22147,cd nghe ky thuat cong nghe,CĐ nghề Kỹ thuật Công nghệ,CĐ nghề Kỹ thuật Công nghệ
25653,cd nghe ky thuat cong nghe ladec,CĐ nghề Kỹ thuật Công nghệ LADEC,CĐ nghề Kỹ thuật Công nghệ LADEC
21849,cd nghe ky thuat my nghe viet nam,CĐ nghề Kỹ thuật Mỹ nghệ Việt Nam,CĐ nghề Kỹ thuật Mỹ nghệ Việt Nam
24130,cd nghe ky thuat viet duc,CĐ Nghề Kỹ thuật Việt - Đức,CĐ Nghề Kỹ thuật Việt - Đức
23921,cd nghe lilama 1,CĐ nghề LiLaMa 1,CĐ nghề LiLaMa 1
25654,cd nghe long an,CĐ Nghề Long An,CĐ Nghề Long An
21813,cd nghe long bien,CĐ nghề Long Biên,CĐ nghề Long Biên
25535,cd nghe mien dong nam bo,CĐ nghề Miền Đông Nam Bộ,CĐ nghề Miền Đông Nam Bộ
23777,cd nghe nam dinh,CĐ nghề Nam Định,CĐ nghề Nam Định
24108,cd nghe nghi son,CĐ nghề Nghi Sơn,CĐ nghề Nghi Sơn
24512,cd nghe nguyen tri phuong,CĐ Nghề Nguyễn Tri Phương,CĐ Nghề Nguyễn Tri Phương
21764,cd nghe phu chau,CĐ nghề Phú Châu,CĐ nghề Phú Châu
24572,truong cd nghe quang nam truoc 15 01 2018,Trường CĐ Nghề Quảng Nam,CĐ Nghề Quảng Nam
25975,cd nghe quoc te hong lam,CĐ nghề quốc tế Hồng Lam,CĐ nghề quốc tế Hồng Lam
24795,cd nghe quy nhon,CĐ nghề Quy Nhơn,CĐ nghề Quy Nhơn
24877,truong cd nghe so 05 chi nhanh gia lai,Trường CĐ nghề số 05 Chi nhánh Gia Lai,CĐ nghề số 05
22862,cd nghe so 1 bo quoc phong,CĐ nghề số 1- Bộ Quốc phòng,CĐ nghề số 1- Bộ Quốc phòng
24505,cd nghe so 23 bo quoc phong,CĐ Nghề số 23 Bộ Quốc phòng,CĐ Nghề số 23 Bộ Quốc phòng
23672,cd nghe song da,CĐ nghề Sông Đà,CĐ nghề Sông Đà
25692,cd nghe tay sai gon,CĐ nghề Tây Sài Gòn,CĐ nghề Tây Sài Gòn
22870,cd nghe than khoang san viet nam,CĐ Nghề than khoáng sản Việt Nam,CĐ Nghề than khoáng sản Việt Nam
22891,cd nghe than khoang san viet nam,CĐ Nghề than khoáng sản Việt Nam,CĐ Nghề than khoáng sản Việt Nam
21866,cd nghe thang long,CĐ nghề Thăng Long,CĐ nghề Thăng Long
24541,cd nghe thua thien hue,CĐ Nghề Thừa Thiên Huế,CĐ Nghề Thừa Thiên Huế
25994,truong cd nghe tien giang,Trường CĐ Nghề Tiền Giang,CĐ Nghề Tiền Giang
25965,cd nghe tinh ba ria vung tau,CĐ nghề tỉnh Bà Rịa-Vũng Tàu,CĐ nghề tỉnh Bà Rịa-Vũng Tàu
22667,cd nghe tinh lao cai,CĐ nghề tỉnh Lào Cai,CĐ nghề tỉnh Lào Cai
22069,cd nghe thanh pho ho chi minh,CĐ nghề TP.HCM,CĐ nghề TP.HCM
26699,cd nghe tran dai nghia,CĐ Nghề Trần Đại Nghĩa,CĐ Nghề Trần Đại Nghĩa
21765,cd nghe tran hung dao,CĐ nghề Trần Hưng Đạo,CĐ nghề Trần Hưng Đạo
21824,cd nghe van lang ha noi,CĐ nghề Văn Lang Hà Nội,CĐ nghề Văn Lang Hà Nội
23161,cd nghe viet duc,CĐ nghề Việt Đức,CĐ nghề Việt Đức
22086,cd nghe viet my,CĐ nghề Việt Mỹ,CĐ nghề Việt Mỹ
26157,cd nghe viet my phan hieu ct,"CĐ Nghề Việt Mỹ, Phân hiệu CT","CĐ Nghề Việt Mỹ, Phân hiệu CT"
23222,cd nghe viet xo so 1,CĐ nghề Việt Xô số 1,CĐ nghề Việt Xô số 1
21695,cd nghe viglacera,CĐ nghề VIGLACERA,CĐ nghề VIGLACERA
23172,cd nghe vinh phuc,CĐ nghề Vĩnh Phúc,CĐ nghề Vĩnh Phúc
24059,truong cd nl t hoa,Trường CĐ NL T.Hóa,CĐ NL T.Hóa
25996,truong cd nong nghiep nam bo,Trường CĐ Nông nghiệp Nam Bộ,CĐ Nông nghiệp Nam Bộ
24571,truong cd phuong dong quang nam,Trường CĐ Phương Đông Quảng Nam,CĐ Phương Đông Quảng Nam
22849,cd sp thai nguyen,CĐ SP Thái Nguyên,CĐ SP Thái Nguyên
26577,truong cd su pham dien bien,Trường CĐ Sư phạm Điện Biên,CĐ Sư phạm Điện Biên
26064,cd su pham kien giang,CĐ Sư phạm Kiên Giang,CĐ Sư phạm Kiên Giang
24731,cd su pham kon tum,CĐ Sư phạm Kon Tum,CĐ Sư phạm Kon Tum
29059,truong cao dang su pham ngo gia tu bac gjag,Trường CĐ sư phạm Ngô Gia Tự,CĐ sư phạm Ngô Gia Tự
23982,truong cd tdtt t hoa,Trường CĐ TDTT T.Hóa,CĐ TDTT T.Hóa
22893,cd than khoang san viet nam,CĐ than khoáng sản Việt Nam,CĐ than khoáng sản Việt Nam
22854,cd thuong mai va du lich,CĐ Thương mại và Du lịch,CĐ Thương mại và Du lịch
22853,cd van hoa nghe thuat viet bac,CĐ Văn hoá Nghệ thuật Việt Bắc,CĐ Văn hoá Nghệ thuật Việt Bắc
23776,cd xay dung nam dinh,CĐ Xây dựng Nam Định,CĐ Xây dựng Nam Định
25484,cd y te binh thuan,CĐ Y tế Bình Thuận,CĐ Y tế Bình Thuận
26168,cd y te can tho,CĐ Y tế Cần Thơ,CĐ Y tế Cần Thơ
26576,truong cd y te dien bien,Trường CĐ Y tế Điện Biên,CĐ Y tế Điện Biên
19087,Cao Đẳng Y Tế Đồng Tháp,Trường CĐ Y tế Đồng Tháp,CĐ Y tế Đồng Tháp
19666,cao dang y te dong thap,Trường CĐ Y tế Đồng Tháp,CĐ Y tế Đồng Tháp
19796,Truong cao dang y te dong thap,Trường CĐ Y tế Đồng Tháp,CĐ Y tế Đồng Tháp
29878,Trường CĐ Y Tế Đồng Tháp,Trường CĐ Y tế Đồng Tháp,CĐ Y tế Đồng Tháp
26065,cd y te kien giang,CĐ Y tế Kiên Giang,CĐ Y tế Kiên Giang
25152,cd y te lam dong,CĐ Y tế Lâm Đồng,CĐ Y tế Lâm Đồng
23912,cd y te ninh binh,CĐ Y tế Ninh Bình,CĐ Y tế Ninh Bình
24573,truong cd y te quang nam,Trường CĐ Y tế Quảng Nam,CĐ Y tế Quảng Nam
22852,cd y te thai nguyen,CĐ Y tế Thái Nguyên,CĐ Y tế Thái Nguyên
23985,truong cdn an nhat vinh,Trường CĐN An Nhất Vinh,CĐN An Nhất Vinh
25343,cdn cong nghe va nl nam bo,CĐN Công nghệ và NL Nam Bộ,CĐN Công nghệ và NL Nam Bộ
25342,cdn dong an,CĐN Đồng An,CĐN Đồng An
24665,truong cdn ky thuat cong nghe dung quat truong cao dang ky nghe dung quat,Trường CĐN Kỹ thuật - Công nghệ Dung Quất ,CĐN Kỹ thuật - Công nghệ Dung Quất
25332,cdn viet nam singapore,CĐN Việt Nam - Singapore,CĐN Việt Nam - Singapore
24883,truong cdsp gia lai,Trường CĐSP Gia Lai,CĐSP Gia Lai
22470,cdsp ha giang,CĐSP Hà Giang,CĐSP Hà Giang
20055,CET - Trường Kinh Tế Du Lịch Thành Phố Hồ Chí Minh,CET | Trường Trung Cấp Kinh Tế - Du Lịch Tp. Hồ Chí Minh,TC Kinh Tế - Du Lịch Tp. Hồ Chí Minh
27072,truong chinh tri dong thap,Trường Chính trị Đồng Tháp,Chính trị Đồng Tháp
29013,Truong Chinh Tri Tinh Dong Thap,Trường Chính trị Đồng Tháp,Chính trị Đồng Tháp
28673,Chinh tri Binh Duong,Trường Chính Trị Tỉnh Bình Dương,Chính Trị Tỉnh Bình Dương
27023,Trường Chính Trị Tỉnh Bình Phước,Trường Chính trị tỉnh Bình Phước,Chính trị tỉnh Bình Phước
26066,chinh tri tinh kien giang,Chính trị tỉnh Kiên Giang,Chính trị tỉnh Kiên Giang
24123,chuyen toan dh vinh,Chuyên Toán ĐH Vinh,THPT Chuyên Toán ĐH Vinh
22255,tcktkt tay nam a,TCKTKT Tây Nam á,TCKT Tây Nam á
22137,tckt nv nam sai gon,TCKT-NV Nam Sài Gòn,TCKT-NV Nam Sài Gòn
22126,tcktnv nguyen huu canh,TCKTNV Nguyễn Hữu Cảnh,TCKTNV Nguyễn Hữu Cảnh
25345,tcn di an,TCN Dĩ An,TCN Dĩ An
25346,tcn khu cong nghiep,TCN Khu Công nghiệp,TCN Khu Công nghiệp
25333,tcn kt va nv cong doan,TCN KT và NV Công đoàn,TCN KT và NV Công đoàn
25308,tcn nghiep vu binh duong,TCN Nghiệp vụ Bình Dương,TCN Nghiệp vụ Bình Dương
25327,tcn tan uyen,TCN Tân Uyên,TCN Tân Uyên
25305,tcn tinh binh duong,TCN tỉnh Bình Dương,TCN tỉnh Bình Dương
25306,tcn viet han binh duong,TCN Việt Hàn Bình Dương,TCN Việt Hàn Bình Dương
27953,điện công ngiệp,Công nghiệp điện tử,Công nghiệp điện tử
18358,Saigon Tourism Vocational College Thành phố Hồ Chí Minh,CS1: Cao đẳng nghề Du lịch Sài Gòn,CĐ nghề Du lịch Sài Gòn
25217,da tehTrường THPT,Đạ TẻhTrường THPT,THPT Đạ Tẻh
15317,Đại học Âm nhạc Tokyo,Đại học Âm nhạc Tokyo,ĐH Âm nhạc Tokyo
15912,An Giang University,Đại học An Giang,ĐH An Giang
15944,dai hoc an giang,Đại học An Giang,ĐH An Giang
16736,Trường Đại học An Giang,Đại học An Giang,ĐH An Giang
18134,An Giang University (AGU),Đại học An Giang,ĐH An Giang
18674,truong dai hoc an giang,Đại học An Giang,ĐH An Giang
19619,Truong Đai Hoc An Giang.,Đại học An Giang,ĐH An Giang
20550,AGU,Đại Học An Giang,ĐH An Giang
20826,Đại Học An Giang,Đại Học An Giang,ĐH An Giang
21149,dai hoc long xuyen,Đại học An Giang,ĐH An Giang
26861,NTTS dai hoc An Giang,Đại học An Giang,ĐH An Giang
19733,Đại Học an Ninh Nhân Dân Tp Hcm,Trường Đại học An ninh Nhân dân,ĐH An ninh Nhân dân
20608,VPSU,Đại Học An Ninh Nhân Dân,ĐH An Ninh Nhân Dân
20884,Đại Học An Ninh Nhân Dân,Đại Học An Ninh Nhân Dân,ĐH An Ninh Nhân Dân
21208,dai hoc an ninh nhan dan tp.ho chi minh,Đại học An ninh nhân dân,ĐH An ninh nhân dân
15683,truong dai hoc ba ria vung tau,Trường Đại học Bà Rịa - Vũng Tàu,ĐH Bà Rịa - Vũng Tàu
18102,BVU - Trường Đại Học Bà Rịa Vũng Tàu,Trường Đại học Bà Rịa - Vũng Tàu,ĐH Bà Rịa - Vũng Tàu
21679,dai hoc brvt,Đại học Bà Rịa - Vũng Tàu,ĐH Bà Rịa - Vũng Tàu
26837,Ba Ria - Vung Tau University,Trường Đại học Bà Rịa - Vũng Tàu,ĐH Bà Rịa - Vũng Tàu
27233,BRVT University,Đại học Bà Rịa - Vũng Tàu,ĐH Bà Rịa - Vũng Tàu
20432,BVU,Đại Học Bà Rịa – Vũng Tàu,ĐH Bà Rịa – Vũng Tàu
20708,Đại Học Bà Rịa – Vũng Tàu,Đại Học Bà Rịa – Vũng Tàu,ĐH Bà Rịa – Vũng Tàu
21001,dh ba ria - vung tau (baria - vungtau university),Đại Học Bà Rịa – Vũng Tàu,ĐH Bà Rịa – Vũng Tàu
15987,Trường Đại học Bạc Liêu,Đại học Bạc Liêu,ĐH Bạc Liêu
17937,Đại Học Bạc Liêu,Đại học Bạc Liêu,ĐH Bạc Liêu
20438,BLU,Đại Học Bạc Liêu,ĐH Bạc Liêu
20714,Đại Học Bạc Liêu,Đại Học Bạc Liêu,ĐH Bạc Liêu
15837,ĐHBK ĐH Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
16076,dai hoc BK da nang,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
16152,ĐAI HOC BACH KHOA DA NANG,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
16153,dai hoac bach khoa da nang,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
16231,Đại Học Bách Khoa Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
16341,Dai hoc Bach Khoa DN,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
16489,ĐH Bách Khoa Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
16516,Đai hoc bach khoa đa nag,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
16793,truong dai hoc bach khoa da nang,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
17534,TRUONG DH BACH KHOA DA NANG,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
19138,dai hoc Bách Khoa Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
19280,Danang University Of Technology,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
21105,daj hoc bach khoa- da nang,Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
21303,dhbkdn,Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
21308,ba ch khoa dn,Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
21331,dai hoc bach khoa da nag,Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
21354,dai hoc back khoa da nang,Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
21432,dh da nang_dh bach khoa,Đại học Bách khoa - Đại học Đà Nẵng,ĐH Bách khoa - ĐH Đà Nẵng
27007,DHBK Đà Nẳng,Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
27693,Bach Khoa ĐN,Đại học Bách khoa - Đại học Đà Nẵng,ĐH Bách khoa - ĐH Đà Nẵng
27900,Trưởng Đại học Bách khoa Đà Nẵng,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
28087,ĐH BKĐN,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
29983,truong dai hoc bach khoa da nang,Trường Đại học Bách Khoa - Đại học Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
20447,Đại Học Bách Khoa – Đại Học Đà Nẵng,Đại Học Bách Khoa – Đại Học Đà Nẵng,ĐH Bách Khoa – ĐH Đà Nẵng
20723,Đại Học Bách Khoa – Đại Học Đà Nẵng,Đại Học Bách Khoa – Đại Học Đà Nẵng,ĐH Bách Khoa – ĐH Đà Nẵng
20985,"truong dai hoc bach khoa, dai hoc da nang",Đại Học Bách Khoa – Đại Học Đà Nẵng,ĐH Bách Khoa – ĐH Đà Nẵng
20986,bkdn,Đại Học Bách Khoa – Đại Học Đà Nẵng,ĐH Bách Khoa – ĐH Đà Nẵng
21124,dai hoc bach khoa-dai hoc da nang,Đại Học Bách Khoa – Đại Học Đà Nẵng,ĐH Bách Khoa – ĐH Đà Nẵng
21136,dhbk da nang,Đại Học Bách Khoa – Đại Học Đà Nẵng,ĐH Bách Khoa – ĐH Đà Nẵng
15459,Bách Khoa TpHCM,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
15677,"The University of Technology,HCM",Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
16725,Trường Đại Học Bách Khoa - ĐHQG Tp.HCM,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
17029,Ho Chi Minh City University of Technology,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
17820,"Trường Đại học Bách khoa, Đại học Quốc gia Thành phố Hồ Chí Minh",Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
19319,Trường Đại Học Bách Khoa - ĐHQG Tp.HCM,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
19371,Ho Chi Minh City University of Technology and Education,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
19398,Đại học Bách Khoa Thành Phố HCM (HCM university of tech..),Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
19447,Trường Đại học Bách Khoa Tp.HCM,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
19685,Polytechnic University of Ho Chi Minh City,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
19891,Đại học Bách Khoa TP.HCM,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
21158,congnghe bach khoa tphcm,Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
21410,hcmut,Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
26895,Dai Hoc Bach Khoa Tp.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
29754,ĐH Bách Khoa Tp.HCM,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
29785,Bat khoa thanh pho ho chinh minh,Trường Đại học Bách khoa - Đại học Quốc gia TP.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
20541,Đại Học Bách Khoa – Đại Học Quốc Gia TPHCM,Đại Học Bách Khoa – Đại học Quốc Gia TP.HCM,ĐH Bách Khoa – ĐH Quốc Gia TP.HCM
20817,Đại Học Bách Khoa – Đại Học Quốc Gia TPHCM,Đại Học Bách Khoa – Đại học Quốc Gia TP.HCM,ĐH Bách Khoa – ĐH Quốc Gia TP.HCM
15277,DHBK Ha Noi,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
15292,Trường Đại học Bách Khoa Hà Nội,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
15421,Trường Đại Học Bách Khoa Hà Nội,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
15422,ĐH Bách Khoa Hà Nội,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
15628,Trường Đại Học Bách Khoa Hà Nội,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
17266,DH Bach Khoa,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
17655,DH Bach Khoa HN,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
19191,Trường Đại học Bách khoa Hà Nội,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
19322,ĐẠI HỌC BÁCH KHOA HÀ NỘI - Hanoi University of Science and Technology,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
19739,Đại Học Bách Khoa Hà Nội,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
20219,ĐH Bách khoa HN,Đại Học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
20220, University of Science & Technology ,Đại Học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
20221, HUST,Đại Học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
20627,HUST,Đại Học Bách Khoa Hà Nội,ĐH Bách Khoa Hà Nội
20903,Đại Học Bách Khoa Hà Nội,Đại Học Bách Khoa Hà Nội,ĐH Bách Khoa Hà Nội
20982,bk,Đại Học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
21056,vien cntt va tt - dh bach khoa ha noi,Đại Học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
21101,ha noi university of sience and technology,Đại Học Bách Khoa Hà Nội,ĐH Bách Khoa Hà Nội
21122,dhbkhn,Đại Học Bách Khoa Hà Nội,ĐH Bách Khoa Hà Nội
21403,daihocbachkhoa,Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
21528,bkhn,Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
21579,vien ky thuat hat nhan va vat ly moi truong dai hoc bach khoa ha noi,Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
26744,dai hoc bach khoa,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
26770,Viện Đào tạo sau đại học Trường Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
26934,Đại Học Bách Khoa Hà Nội - K49,Đại Học Bách Khoa Hà Nội,ĐH Bách Khoa Hà Nội
26980,ĐHBK TPHN,Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
27279,Ban Chấp hành Liên chi Đoàn Viện Điện - Đại học Bách Khoa Hà Nội,Đại học Bách Khoa Hà Nội,ĐH Bách Khoa Hà Nội
27411,ĐẠI HỌC BÁCH KHOA HÀ NỘI - HANOI UNIVERSITY OF SCIENCE AND...,Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
27694,dai hoc bach khoa,Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
28085,Bach lkoa,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
28359,Bách Khoa,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
29166,Đại học Bách Khoa Hà Nội '05,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
29646,Truong DH Bach Khoa,Trường Đại học Bách khoa Hà Nội,ĐH Bách khoa Hà Nội
20369,ĐH Bách khoa TPHCM,Đại Học Bách Khoa TP.HCM,ĐH Bách Khoa TP.HCM
20370, Bach Khoa University ,Đại Học Bách Khoa TP.HCM,ĐH Bách Khoa TP.HCM
20371, BKU,Đại Học Bách Khoa TP.HCM,ĐH Bách Khoa TP.HCM
21002,dai hoc bach khoa tpho hcm,Đại Học Bách Khoa TP.HCM,ĐH Bách Khoa TP.HCM
21529,dh bach khoa kinh te kh xa hoi nhan van tphcm,Đại Học Bách Khoa TP.HCM,ĐH Bách Khoa TP.HCM
21590,bktphcm,Đại Học Bách Khoa TP.HCM,ĐH Bách Khoa TP.HCM
16565,North Carolina State University,Đại học Bang Bắc Carolina (North Carolina State University),ĐH Bang Bắc Carolina
28599,Iowa State University,Đại học Bang Iowa ,ĐH Bang Iowa
16279,Ben-Gurion University of the Negev,Đại học Ben-Gurion của Negev (Ben Gurion University of the Negev),ĐH Ben-Gurion của Negev
20644,BDU,Đại Học Bình Dương,ĐH Bình Dương
20920,Đại Học Bình Dương,Đại Học Bình Dương,ĐH Bình Dương
21684,daih hoc binh duong,Đại học Bình Dương,ĐH Bình Dương
25315,dai hoc binh duong,Đại học Bình Dương,ĐH Bình Dương
29898,Univesity Bình Dương,Trường Đại học Bình Dương,ĐH Bình Dương
16507,Đai Hoc Bon Ba,Đại Học Bôn Ba,ĐH Bôn Ba
17041,trung hoc bon ba,Đại Học Bôn Ba,ĐH Bôn Ba
28672,Boton College,Đại học Boston ,ĐH Boston
15675,Đại học Buôn Ma Thuột,Trường Đại học Buôn Ma Thuột,ĐH Buôn Ma Thuột
20430,BMTU,Đại học Buôn Ma Thuột,ĐH Buôn Ma Thuột
20706,Đại học Buôn Ma Thuột,Đại học Buôn Ma Thuột,ĐH Buôn Ma Thuột
15766,Truong DH Can Tho,Đại học Cần Thơ,ĐH Cần Thơ
15975,DH CanTho,Đại học Cần Thơ,ĐH Cần Thơ
17719,Trường Đại học Cần Thơ - Can Tho University,Đại học Cần Thơ,ĐH Cần Thơ
18013,Trường Đại học Cần Thơ - Can Tho University,Đại học Cần Thơ,ĐH Cần Thơ
18312,Đại Học Cần Thơ,Đại học Cần Thơ,ĐH Cần Thơ
18443,DH Can Tho,Đại học Cần Thơ,ĐH Cần Thơ
18444,dai hoc can tho,Đại học Cần Thơ,ĐH Cần Thơ
18531,Trường Đại học Cần Thơ (Can Tho University),Đại học Cần Thơ,ĐH Cần Thơ
18841,Đại học Cần Thơ,Đại học Cần Thơ,ĐH Cần Thơ
19076,Dai hoc Can Tho / Đại học Cần Thơ,Đại học Cần Thơ,ĐH Cần Thơ
19989,Đại học Cần Thơ,Đại học Cần Thơ,ĐH Cần Thơ
20571,CTU,Đại Học Cần Thơ,ĐH Cần Thơ
20847,Đại Học Cần Thơ,Đại Học Cần Thơ,ĐH Cần Thơ
21445,dh cantho,Đại học Cần Thơ,ĐH Cần Thơ
21448,dh ctho,Đại học Cần Thơ,ĐH Cần Thơ
21455,dai hoc kan tho,Đại học Cần Thơ,ĐH Cần Thơ
21471,tropical semester can tho university,Đại học Cần Thơ,ĐH Cần Thơ
26881,"Khoa Kinh Tế-Quản Trị Kinh Doanh, CTU",Đại học Cần Thơ,ĐH Cần Thơ
29929,Khu 3 ĐH Cần Thơ,Đại học Cần Thơ,ĐH Cần Thơ
16720,Đại Học Công An TP Hồ Chí Minh,Trường Đại học Cảnh sát Nhân dân,ĐH Cảnh sát Nhân dân
16723,Trường ĐH Cảnh sát Nhân dân Tp.HCM,Trường Đại học Cảnh sát Nhân dân,ĐH Cảnh sát Nhân dân
18524,Đại học cảnh sát nhân dân thành phố Hồ Chí Minh,Trường Đại học Cảnh sát Nhân dân,ĐH Cảnh sát Nhân dân
18881,Đại học công an TP.HCM,Trường Đại học Cảnh sát Nhân dân,ĐH Cảnh sát Nhân dân
20611,PPU,Đại Học Cảnh Sát Nhân Dân,ĐH Cảnh Sát Nhân Dân
20887,Đại Học Cảnh Sát Nhân Dân,Đại Học Cảnh Sát Nhân Dân,ĐH Cảnh Sát Nhân Dân
21222,truong dac nhiem cong an nhan dan,ĐẠI HỌC CẢNH SÁT NHÂN DÂN,ĐH CẢNH SÁT NHÂN DÂN
21416,dhcsnd,Đại học Cảnh sát Nhân dân,ĐH Cảnh sát Nhân dân
21481,dai hoc canh sat nhan dan t48 bo cong an,ĐẠI HỌC CẢNH SÁT NHÂN DÂN,ĐH CẢNH SÁT NHÂN DÂN
